id;tipo_cuenta_ca_pesos;tipo_cuenta_ca_dolar;tipo_cuenta_cc_pesos;sexocodi;estcivil;edad;plataforma_emp_um;usa_plataforma_u3m;ingr_prom_u6m;capita;grupo_cliente;subgrupo;relacion;fum;segmento_sueldos;segmento_bancas;es_capita;tiene_i_cbesa;tiene_i_cs;tiene_i_pr_hip;tiene_i_pr_pers;tiene_i_prep;tiene_i_se_patr;tiene_i_visa;tiene_i_tj_soc;tiene_e_ac_cc;tiene_e_fact;saldo_computo_sist_fci;tiene_e_liq_com;tiene_i_seg_vida;tiene_e_tc_agro;tiene_e_tc_corpo;tiene_e_tc_flota;saldo_computo_sist_2;saldo_computo_sist_ca_p;saldo_computo_cj;cross_empr;cross_ind;saldo_computo_sist_cc_p;saldo_computo_sist_cc_mb;transferencia_recibida;extraccion;cobro;transferencia_enviada;operatoria;pago;acreditacion;deposito;rescate;suscripcion;levantamiento;credito_acreditacion_haberes;credito_pago_bonificacion_por_promocion;credito_pago_programa_social;debito_transferencia_enviada_homebanking;credito_transferencia_recibida_simple;credito_transferencia_recibida_homebanking;debito_transferencia_enviada_atm_no_propio;credito_pago_cheque_pago_diferido;debito_operatoria_int._sldo_deudor;credito_transferencia_recibida_modo;debito_cobro_deuda_bancor;credito_rescate_titulos_fci;debito_cobro_locacion_caja_de_seguridad;credito_transferencia_recibida_ach;debito_extraccion_back_office_por_cierre_de_cuenta;debito_cobro_plazo_fijo;credito_pago_prestamo;debito_cobro_transporte;credito_pago_plazo_fijo;debito_transferencia_enviada_otras;credito_transferencia_recibida_atm;credito_deposito_atm_propio;debito_operatoria_resumen;credito_transferencia_recibida_debin;credito_pago_honorarios;credito_pago_fondo_compensador;credito_deposito_atm_no_propio;credito_operatoria_impuesto;debito_transferencia_enviada_ach;debito_transferencia_enviada_debin;debito_cobro_compras_en_el_exterior;credito_transferencia_recibida_credin;debito_pago_atm_no_propio;debito_transferencia_enviada_modo;credito_pago_titulos_fci;debito_transferencia_enviada_cuenta_vinculada;credito_operatoria_intereses;credito_deposito_intersucursal;credito_pago_liquidacion_caja_jubilaciones;credito_levantamiento__embargo;debito_operatoria_impuesto;debito_cobro_otros_servicios;credito_operatoria_ajuste;debito_operatoria_intereses;debito_operatoria_adelanto_de_haberes;credito_pago_seguro_desempleo;debito_cobro_tarjeta_credito;credito_transferencia_recibida_proveedor;credito_pago_liquidacion_comercio;credito_operatoria_cancelacion_adel_hab;debito_cobro_agencia_loteria;debito_cobro_compras;debito_cobro_prestamo;debito_extraccion_atm_propio;credito_deposito_cheque;debito_extraccion_efectivo;debito_transferencia_enviada_simple;debito_operatoria_custodia;debito_cobro_seguros;debito_transferencia_enviada_ipj;debito_extraccion_atm_no_propio;debito_operatoria_ajuste;debito_operatoria_mantenimiento;debito_suscripcion_titulos_fci;debito_operatoria_comision;credito_deposito_en_efectivo;credito_acreditacion_plan_social;debito_cobro_titulos_fci;debito_cobro_liquidacion_a_comercio;debito_cobro_cheque;credito_transferencia_recibida_mep;debito_operatoria_gastos;debito_cobro_embargo;
2395;Caja Ahorro Comun;;;F;Divorciado/a;52;0;SI;5000;NO;I8;Publico General;TIT;20241125;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19796.32;0,00;0,00;1,00;0,00;0,00;5,00;1,00;5,00;9,00;1,00;;;;;;;;;;295700,00;;396800,00;;;;;;;;;;;;;;;;;;;;;;;;78580,00;;48000,00;;;;;4.99;;;;;;;;;;;;;;;38350,00;;10000,00;;;;;;;;;;;;;;;;;;;;
2396;Caja Ahorro Comun;;;F;Divorciado/a;52;0;SI;117896;NO;I5;Monotributista;TIT;20241111;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1740.09;0,00;0,00;2,00;0,00;0,00;1,00;;2,00;;1,00;;;;;;;;;;;;44000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.69;;;;;;;;;;44938,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
2397;Caja Ahorro Comun;;;F;Soltero/a;51;0;SI;5000;NO;I8;Publico General;TIT;20241128;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25294.32;0,00;0,00;1,00;0,00;0,00;6,00;;3,00;7,00;1,00;;;;;;;;;;;;133599,00;;;;;;;;;;;;;;;;;;;;;;;;;;76000,00;;152120,00;;;0.69;;;;;;;;;;;;;;;27796.41;;;;;;;;;;;;;;;;;;;;;;
2398;;;;F;Conviviente;51;0;NO;666373;NO;I5;Monotributista;TIT;20230419;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.34;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2399;;;;F;Viudo/a;51;0;NO;5000;NO;I6;Con producto  Social;TIT;20230523;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.14;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2400;;;;F;Soltero/a;50;0;NO;500;NO;I6;Con producto  Social;TIT;20241113;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401;;;;F;Soltero/a;51;0;SI;14728;NO;I8;Publico General;TIT;20240304;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.26;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2402;;;;F;Casado/a;51;0;NO;5000;NO;I8;Publico General;TIT;20210118;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.73;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2403;Caja Ahorro Comun;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;TIT;20220627;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76.33;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2404;Caja Ahorro Comun;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;TIT;20241119;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47586.13;0,00;1,00;1,00;0,00;0,00;3,00;20,00;;;1,00;;;;;;;;;;;;700000,00;;;;;;;;;;;;;;;;;;;;;;;;;;40000,00;;;;;4.6;;;;;;;;;;;;;;;;;740000,00;;;;;;;;;;;;;;;;;;;;
2405;;;;F;Viudo/a;51;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2406;;;;F;Soltero/a;51;0;NO;500;NO;I6;Con producto  Social;TIT;20241119;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2407;Caja Ahorro Comun;;Adelanto de Haberes;F;Soltero/a;51;0;SI;301001;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55725.31;0,00;1,00;4,00;0,00;0,00;6,00;6,00;10,00;13,00;10,00;;2,00;;;;;;;;33828,00;;364328,00;;;;;;;;;;;;;;;;;;;;;;;;242100,00;;;;;;;4.6;;;;1603.07;;;19.38;23.45;;135509,00;;;23.45;;37400,00;55547.13;223000,00;;;;;2699,00;;;;5900,00;;;;312305.43;;;;;;;
2408;;;;F;Soltero/a;51;0;SI;448520;NO;I5;Monotributista;TIT;20241120;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2409;;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2410;Caja Ahorro Comun;;;F;Soltero/a;51;0;SI;245352;NO;I5;Monotributista;TIT;20241129;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24910.59;0,00;0,00;1,00;0,00;0,00;38,00;6,00;28,00;3,00;1,00;;;;;;;;;;89900,00;;394981,00;;;;;;;;;;;;;;;;;;;;;;;;;;82230,00;;;;;5.55;;;;;;;;;;;;;;;208856.69;;220000,00;;;;;;;;;;;;;;;;;;;;
2411;;;;F;Soltero/a;51;0;NO;500;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2412;SUAF Anses;;;F;Viudo/a;51;0;SI;41311;ESPECIAL;I6;Con producto  Social;TIT;20241120;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;772.88;0,00;0,00;1,00;0,00;0,00;;;;1,00;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46000,00;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45420,00;;;;;;;
2413;Cuenta Sueldo;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;TIT;20220209;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68.59;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414;Caja Ahorro Comun;;;F;Soltero/a;51;0;SI;5000;NO;I8;Publico General;TIT;20241130;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2047478.63;35406.72;0,00;1,00;3,00;0,00;0,00;;8,00;2,00;;8,00;2,00;;;;;;;;;;;;;;;;;;;;;2000000,00;;;2179645.37;;;;;;;;;;;;;;;;;;0.16;;;;630,00;;13820,00;;;;13820,00;;;;;;;90000,00;;;;;;;120000,00;;;;3000,00;;;;;;;;;
2415;;;;F;Soltero/a;51;0;NO;6000;NO;I8;Publico General;TIT;20180306;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.11;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;F;Casado/a;51;0;SI;2612545;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;4200000,00;310743.25;0,00;2,00;7,00;0,00;0,00;13,00;;32,00;37,00;8,00;1,00;1,00;;;;;2686577.37;;;4131077.27;;1031985,00;;;8985.29;;;;;;;;400000,00;4500,00;;;;;;;;;;;;;;;;;;;10.72;;;;4406.91;;;;150000,00;;708559.52;;;150000,00;;139202,00;365250.72;;;;;;12521.68;;;;12000,00;;;;;;;;;;;
2417;;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;TIT;20200917;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.95;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2418;Acreditacion Admin Publica / Otra;;;F;Soltero/a;51;0;SI;931237;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;440371.68;0,00;0,00;3,00;0,00;0,00;11,00;7,00;14,00;40,00;1,00;;2,00;;;;;1088742.62;;;928665.05;;1253050,00;;;;4000,00;;;;;;;;;;;;;;;;;;;37766,00;155907,00;;24000,00;;50000,00;;;23.21;;;;;58600,00;;;;;434239.38;;;;;189171.55;;430000,00;;;;;;;;;;;;;11674.85;;;;;;;
2419;Caja Ahorro Comun;;;F;Soltero/a;51;0;SI;5000;NO;I8;Publico General;TIT;20241130;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7378.6;0,00;0,00;2,00;0,00;0,00;3,00;;;2,00;2,00;;;;;;;;;;;;661200,00;;;;;;;;;;;;;;;;;150000,00;;;;;;;511201,00;;;;;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2420;Caja Ahorro Jubilado Provincia;;Adelanto de Haberes;F;Soltero/a;51;0;SI;807180;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS PROVINCIA;JUBILADOS PROVINCIA;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;440000,00;30462.45;0,00;1,00;5,00;0,00;0,00;5,00;;5,00;9,00;7,00;3,00;1,00;;;;;923648.85;;;283772,00;;283772,00;;;9856.01;;;;;;;400000,00;600000,00;;823780.82;;;;390000,00;;;;;;;1790809,00;;290000,00;;;;;4.18;;;;2069.76;;;;283650,00;;;;;283650,00;;;182852.4;;;;;;;;;;;;;;;;;;;;;
2421;Caja Ahorro Sueldo Sucursal;;;F;Soltero/a;51;0;SI;692210;EXTERNA;I8;Publico General;TIT;20241130;SUELDO ADM PUBL M4;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18871.75;0,00;0,00;2,00;0,00;0,00;;;1,00;2,00;1,00;;1,00;;;;;692210.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692000,00;;;;;;;1.01;;;;;10854.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2422;Cuenta de la Seguridad Social;;;F;Soltero/a;51;0;SI;228129;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113875.29;0,00;1,00;5,00;0,00;0,00;39,00;7,00;32,00;4,00;3,00;;2,00;;;;;;;;;;361500,00;;;;;;;;;;;;;;;;;;;;;;;;187000,00;;153000,00;;;;;9.82;;;;1365,00;;;;;;;;;;;323077.98;9393.11;250000,00;;;;;9990,00;;;;6500,00;;;;236033.67;;;;;;;
2423;;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2424;;;;F;Soltero/a;51;0;NO;8000;NO;I6;Con producto  Social;TIT;20220629;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.54;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2425;Caja Ahorro Comun;;;F;Divorciado/a;51;0;SI;5000;NO;I6;Con producto  Social;TIT;20241129;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13267.75;0,00;0,00;1,00;0,00;0,00;21,00;14,00;22,00;23,00;1,00;;;;;;;;;;344400,00;;457300,00;;;;;;;;;;;;15400,00;;;;;;;;;;;;41000,00;;134000,00;;;;;3.74;;;;;;;;;;;415000,00;;;;167421.41;;434000,00;;;;;;;;;;;;;;;;;;;;
2426;Beneficio Social Beca;;;F;Soltero/a;51;0;NO;5000;NO;I6;Con producto  Social;TIT;20241023;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94.6;0,00;0,00;2,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2427;;;;F;Soltero/a;51;0;NO;5000;NO;I8;Publico General;TIT;20171121;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.43;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2428;;;;F;Soltero/a;51;0;SI;5000;NO;I8;Publico General;TIT;20240627;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.71;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2429;;;;F;Soltero/a;51;0;SI;10000;NO;I8;Publico General;TIT;20241107;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2430;Acreditacion Admin Publica / Otra;;;F;Soltero/a;51;0;SI;752462;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;168032.85;0,00;1,00;5,00;0,00;0,00;;;12,00;11,00;1,00;;1,00;;;;;872540.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;97548.03;274353.88;;;;;;;5.29;;;;;54400,00;;;;;76862.99;;;;;150997.61;175005.28;;;;;;42987,00;;;;;;;;;;;;;;;
2431;Acreditacion Admin Publica / Otra;;;F;Soltero/a;51;0;SI;165058;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7370.22;0,00;0,00;2,00;0,00;0,00;;11,00;1,00;;2,00;;1,00;;;;;158055.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.24;;;;;;;;;;;;;;;;32504.79;192000,00;;;;;;;;;;;;;;;;;;;;
2432;;;;F;Soltero/a;45;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2433;;;;F;Soltero/a;45;0;NO;5000;NO;I6;Con producto  Social;TIT;20210318;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.79;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2434;;;;F;Soltero/a;45;0;SI;5000;NO;I8;Publico General;ADI;20241104;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2435;;;;F;Soltero/a;45;0;NO;117896;NO;I5;Monotributista;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2436;Cuenta Sueldo;Bancor Dolar;Adelanto de Haberes;F;Soltero/a;45;0;SI;1341763;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;353079,00;0,00;0,00;0,00;0,00;0,00;0,00;720782.3;0,00;1,00;7,00;0,00;8.84;3,00;2,00;20,00;13,00;1,00;;1,00;;;;;1391171,00;;;1024800,00;;560085.33;;;;;;;;;;;;;;;;;;;;;;;100300,00;1037881.43;;;;;;;103.02;;;;;;;;;;108238.43;;;;;514057.25;385881.76;40000,00;;;;;;;;;;;;;;;;;;;;
2437;Asignacion Univ Anses;;;F;Soltero/a;45;0;NO;151903;ESPECIAL;I6;Con producto  Social;TIT;20241122;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25334.78;0,00;0,00;1,00;0,00;0,00;;3,00;7,00;2,00;1,00;;4,00;;;;;52250,00;;;282380,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04;;;;;29500,00;;;;;;;;;;42498.85;;45000,00;;;;;;;;;;;;;339090.05;;;;;;;
2438;SUAF Anses;;;F;Soltero/a;45;0;NO;39807;ESPECIAL;I6;Con producto  Social;TIT;20241122;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11586.11;0,00;0,00;1,00;0,00;0,00;;1,00;3,00;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.56;;;;;;;;;;;;;;;45505,00;;15000,00;;;;;;;;;;;;;61270,00;;;;;;;
2439;Caja Ahorro Sueldo Sucursal;;;F;Casado/a;45;0;SI;175252;NO;I5;Monotributista;TIT;20241129;SUELDO PRIVADOS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20658.34;0,00;0,00;2,00;0,00;0,00;9,00;;26,00;20,00;4,00;;3,00;;;;;;;;151050,00;;130000,00;;;;;;;;;;;;9760,00;;;;;161900,00;;;;;;;149900,00;;115000,00;;;;;9.26;;;;;;;;;;6121,00;;;;;131260.4;;;;;;;;;;;;;;;341495.9;;;;;;;
2440;;;;F;Soltero/a;45;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
